x,analytical,forward,backward,central2,central4
0.000000000000,-5.000000000000,-4.999978166693,-4.999978166693,-4.999978166693,-4.999978166693
0.001000000000,-4.999934500130,-4.999847167474,-4.999978166693,-4.999912667083,-4.999912667083
0.002000000000,-4.999738002083,-4.999585172161,-4.999847167474,-4.999716169818,-4.999738001979
0.003000000000,-4.999410510547,-4.999192187005,-4.999585172161,-4.999388679583,-4.999410510443
0.004000000000,-4.998952033333,-4.998668221379,-4.999192187005,-4.998930204192,-4.998952033229
0.005000000000,-4.998362581379,-4.998013287783,-4.998668221379,-4.998340754581,-4.998362581274
0.006000000000,-4.997642168745,-4.997227401841,-4.998013287783,-4.997620344812,-4.997642168641
0.007000000000,-4.996790812617,-4.996310582298,-4.997227401841,-4.996768992069,-4.996790812513
0.008000000000,-4.995808533305,-4.995262851026,-4.996310582298,-4.995786716662,-4.995808533201
0.009000000000,-4.994695354239,-4.994084233018,-4.995262851026,-4.994673542022,-4.994695354135
0.010000000000,-4.993451301975,-4.992774756389,-4.994084233018,-4.993429494704,-4.993451301871
0.011000000000,-4.992076406188,-4.991334452377,-4.992774756389,-4.992054604383,-4.992076406084
0.012000000000,-4.990570699676,-4.989763355338,-4.991334452377,-4.990548903857,-4.990570699572
0.013000000000,-4.988934218357,-4.988061502750,-4.989763355338,-4.988912429044,-4.988934218253
0.014000000000,-4.987167001266,-4.986228935210,-4.988061502750,-4.987145218980,-4.987167001162
0.015000000000,-4.985269090561,-4.984265696430,-4.986228935210,-4.985247315820,-4.985269090457
0.016000000000,-4.983240531513,-4.982171833243,-4.984265696430,-4.983218764837,-4.983240531409
0.017000000000,-4.981081372511,-4.979947395595,-4.982171833243,-4.981059614419,-4.981081372408
0.018000000000,-4.978791665060,-4.977592436546,-4.979947395595,-4.978769916071,-4.978791664956
0.019000000000,-4.976371463776,-4.975107012271,-4.977592436546,-4.976349724409,-4.976371463673
0.020000000000,-4.973820826390,-4.972491182054,-4.975107012271,-4.973799097163,-4.973820826286
0.021000000000,-4.971139813742,-4.969745008292,-4.972491182054,-4.971118095173,-4.971139813639
0.022000000000,-4.968328489783,-4.966868556489,-4.969745008292,-4.968306782391,-4.968328489680
0.023000000000,-4.965386921571,-4.963861895256,-4.966868556489,-4.965365225872,-4.965386921468
0.024000000000,-4.962315179269,-4.960725096308,-4.963861895256,-4.962293495782,-4.962315179166
0.025000000000,-4.959113336147,-4.957458234467,-4.960725096308,-4.959091665388,-4.959113336043
0.026000000000,-4.955781468574,-4.954061387653,-4.957458234467,-4.955759811060,-4.955781468471
0.027000000000,-4.952319656023,-4.950534636888,-4.954061387653,-4.952298012271,-4.952319655920
0.028000000000,-4.948727981063,-4.946878066290,-4.950534636888,-4.948706351589,-4.948727980960
0.029000000000,-4.945006529362,-4.943091763073,-4.946878066290,-4.944984914681,-4.945006529259
0.030000000000,-4.941155389680,-4.939175817544,-4.943091763073,-4.941133790308,-4.941155389577
0.031000000000,-4.937174653871,-4.935130323103,-4.939175817544,-4.937153070323,-4.937174653768
0.032000000000,-4.933064416878,-4.930955376235,-4.935130323103,-4.933042849669,-4.933064416775
0.033000000000,-4.928824776732,-4.926651076515,-4.930955376235,-4.928803226375,-4.928824776629
0.034000000000,-4.924455834548,-4.922217526600,-4.926651076515,-4.924434301558,-4.924455834445
0.035000000000,-4.919957694525,-4.917654832228,-4.922217526600,-4.919936179414,-4.919957694422
0.036000000000,-4.915330463941,-4.912963102217,-4.917654832228,-4.915308967223,-4.915330463838
